order_date,order_hour,geolocation_state,product_category_name,sales_count
2016-10-10,11,SP,alimentos,1
2016-10-10,12,RN,automotriz,1
2016-10-10,12,RS,moda_bolsas_y_accesorios,1
2016-10-10,12,SP,telefonia,1
2016-10-10,13,SC,muebles_decoracion,1
2016-10-10,14,RJ,consolas_juegos,1
2016-10-10,14,RR,belleza_salud,1
2016-10-10,15,MA,muebles_oficina,1
2016-10-10,15,MG,muebles_decoracion,4
2016-10-10,15,PR,mercado,1
2016-10-10,15,RS,deporte_ocio,1
2016-10-10,15,SP,mercado,1
2016-10-10,16,MA,deporte_ocio,1
2016-10-10,16,MG,juguetes,1
2016-10-10,16,PR,belleza_salud,1
2016-10-10,16,SE,consolas_juegos,1
2016-10-10,17,RJ,informatica_accesorios,1
2016-10-10,18,SP,belleza_salud,1
2016-10-10,18,SP,perfumeria,1
2016-12-23,23,PR,moda_bolsas_y_accesorios,1
2017-01-05,11,PR,moda_bolsas_y_accesorios,1
2017-01-05,12,PR,automotriz,1
2017-01-05,12,PR,moda_bolsas_y_accesorios,1
2017-01-05,12,PR,tienda_mascotas,3
2017-01-05,13,PR,bebes,1
2017-01-05,13,PR,moda_bolsas_y_accesorios,4
2017-01-05,13,PR,muebles_dormitorio,3
2017-01-05,13,PR,musica,2
2017-01-05,13,PR,papeleria,1
2017-01-05,13,PR,tienda_mascotas,1
2017-01-05,14,PR,automotriz,1
2017-01-05,14,PR,moda_bolsas_y_accesorios,3
2017-01-05,14,PR,muebles_dormitorio,3
2017-01-05,15,PR,bebes,1
2017-01-05,15,PR,muebles_dormitorio,1
2017-01-05,15,PR,tienda_mascotas,1
2017-01-05,15,SP,muebles_dormitorio,1
2017-01-05,16,PR,juguetes,1
2017-01-05,19,ES,juguetes,1
2017-01-05,22,BA,herramientas_jardin,1
2017-01-06,13,MG,juguetes,1
2017-01-06,21,MG,consolas_juegos,1
2017-01-06,21,SP,telefonia_fija,1
2017-01-06,23,RN,belleza_salud,1
2017-01-07,0,SP,muebles_decoracion,1
2017-01-07,13,MG,belleza_salud,1
2017-01-07,17,PR,cosas_geniales,2
2017-01-07,20,RJ,relojes_regalos,1
2017-01-08,9,RJ,cama_mesa_bano,1
2017-01-08,9,RJ,telefonia_fija,1
2017-01-08,20,SC,herramientas_jardin,1
2017-01-08,20,SP,moda_bolsas_y_accesorios,1
2017-01-09,0,RJ,muebles_decoracion,2
2017-01-09,14,PR,tienda_mascotas,1
2017-01-09,17,MG,cosas_geniales,1
2017-01-09,21,RJ,belleza_salud,1
2017-01-09,21,SP,deporte_ocio,1
2017-01-10,13,SE,cama_mesa_bano,1
2017-01-10,14,SP,herramientas_jardin,1
2017-01-10,16,RJ,cama_mesa_bano,1
2017-01-10,17,RJ,relojes_regalos,1
2017-01-10,19,SC,cosas_geniales,1
2017-01-10,22,ES,muebles_decoracion,1
2017-01-11,0,PR,electroportatiles,1
2017-01-11,10,SP,muebles_decoracion,1
2017-01-11,11,MG,herramientas_jardin,2
2017-01-11,12,RS,telefonia_fija,1
2017-01-11,15,RJ,herramientas_jardin,1
2017-01-11,19,SP,bebes,1
2017-01-11,20,MG,juguetes,1
2017-01-11,22,SC,deporte_ocio,1
2017-01-11,23,MG,relojes_regalos,1
2017-01-12,0,PR,informatica_accesorios,1
2017-01-12,9,SP,utensilios_domesticos,1
2017-01-12,12,CE,moda_bolsas_y_accesorios,1
2017-01-12,12,PA,muebles_decoracion,1
2017-01-12,13,MG,bebes,1
2017-01-12,15,SP,muebles_decoracion,2
2017-01-12,18,SP,informatica_accesorios,1
2017-01-12,20,GO,informatica_accesorios,2
2017-01-12,20,SP,muebles_decoracion,1
2017-01-12,22,SP,telefonia,1
2017-01-12,23,MG,electroportatiles,1
2017-01-12,23,MG,muebles_decoracion,1
2017-01-13,0,SP,belleza_salud,1
2017-01-13,9,MG,cama_mesa_bano,1
2017-01-13,11,SP,muebles_decoracion,1
2017-01-13,15,CE,relojes_regalos,1
2017-01-13,15,SC,utensilios_domesticos,1
2017-01-13,17,MG,herramientas_jardin,1
2017-01-13,20,MG,herramientas_jardin,1
2017-01-13,20,SP,herramientas_jardin,1
2017-01-13,22,DF,deporte_ocio,1
2017-01-13,23,MG,muebles_decoracion,1
2017-01-14,1,SP,telefonia_fija,1
2017-01-14,8,MG,muebles_decoracion,1
2017-01-14,14,MG,muebles_decoracion,1
2017-01-14,15,DF,deporte_ocio,1
2017-01-14,15,RJ,consolas_juegos,1
2017-01-14,15,SP,muebles_decoracion,1
2017-01-14,16,DF,muebles_decoracion,1
2017-01-14,16,MG,muebles_decoracion,1
2017-01-14,17,RJ,deporte_ocio,1
2017-01-14,17,SP,muebles_decoracion,2
2017-01-14,18,MG,telefonia_fija,1
2017-01-14,21,DF,deporte_ocio,1
2017-01-14,22,GO,telefonia_fija,1
2017-01-14,23,SP,muebles_decoracion,2
2017-01-15,0,MG,telefonia,2
2017-01-15,10,DF,cosas_geniales,1
2017-01-15,12,BA,belleza_salud,1
2017-01-15,12,SP,juguetes,1
2017-01-15,14,MG,herramientas_jardin,1
2017-01-15,14,SP,muebles_decoracion,2
2017-01-15,15,RJ,cama_mesa_bano,1
2017-01-15,17,PR,herramientas_jardin,1
2017-01-15,17,RJ,muebles_decoracion,2
2017-01-15,18,SP,muebles_decoracion,1
2017-01-15,21,SC,deporte_ocio,1
2017-01-15,23,RS,muebles_decoracion,6
2017-01-15,23,SC,moda_bolsas_y_accesorios,1
2017-01-16,0,RN,belleza_salud,1
2017-01-16,9,SP,telefonia_fija,1
2017-01-16,13,RJ,moda_bolsas_y_accesorios,2
2017-01-16,13,SP,muebles_decoracion,5
2017-01-16,13,SP,telefonia_fija,1
2017-01-16,14,SP,cosas_geniales,1
2017-01-16,14,SP,moda_bolsas_y_accesorios,1
2017-01-16,16,BA,tienda_mascotas,1
2017-01-16,18,MG,automotriz,1
2017-01-16,19,GO,telefonia_fija,2
2017-01-16,19,RS,automotriz,1
2017-01-16,21,DF,belleza_salud,1
2017-01-16,21,MG,automotriz,1
2017-01-16,21,SP,belleza_salud,1
2017-01-16,22,SP,deporte_ocio,1
2017-01-16,23,MG,telefonia,1
2017-01-16,23,RS,electronicos,1
2017-01-17,0,SP,muebles_decoracion,1
2017-01-17,9,SP,electronicos,1
2017-01-17,9,SP,deporte_ocio,4
2017-01-17,10,RJ,muebles_decoracion,1
2017-01-17,11,RJ,electroportatiles,1
2017-01-17,11,SP,cama_mesa_bano,1
2017-01-17,12,BA,juguetes,1
2017-01-17,12,RJ,juguetes,1
2017-01-17,13,MG,muebles_decoracion,1
2017-01-17,14,RJ,cosas_geniales,1
2017-01-17,14,RJ,muebles_decoracion,2
2017-01-17,14,SC,perfumeria,1
2017-01-17,14,SP,telefonia_fija,2
2017-01-17,15,BA,deporte_ocio,1
2017-01-17,15,MG,perfumeria,2
2017-01-17,16,PA,relojes_regalos,1
2017-01-17,16,RJ,electronicos,1
2017-01-17,16,SP,juguetes,1
2017-01-17,16,SP,moda_bolsas_y_accesorios,1
2017-01-17,18,RS,belleza_salud,1
2017-01-17,18,SP,juguetes,1
2017-01-17,18,SP,electronicos,2
2017-01-17,19,RJ,deporte_ocio,1
2017-01-17,20,PR,herramientas_jardin,1
2017-01-17,20,SP,muebles_decoracion,1
2017-01-17,21,SP,automotriz,1
2017-01-17,22,PB,muebles_decoracion,1
2017-01-17,22,SP,bebes,1
2017-01-17,23,SP,juguetes,1
2017-01-18,0,RS,deporte_ocio,1
2017-01-18,2,SP,electrodomesticos_2,1
2017-01-18,8,SP,bebes,2
2017-01-18,10,PE,bebes,1
2017-01-18,10,PI,muebles_decoracion,1
2017-01-18,10,RJ,juguetes,1
2017-01-18,11,MG,muebles_decoracion,1
2017-01-18,12,RJ,bebes,1
2017-01-18,12,RN,muebles_decoracion,1
2017-01-18,14,ES,tienda_mascotas,1
2017-01-18,14,SP,belleza_salud,1
2017-01-18,14,SP,deporte_ocio,1
2017-01-18,15,ES,informatica_accesorios,1
2017-01-18,16,MG,informatica_accesorios,1
2017-01-18,16,PE,belleza_salud,1
2017-01-18,17,RJ,electronicos,1
2017-01-18,17,RJ,herramientas_jardin,1
2017-01-18,17,SC,automotriz,1
2017-01-18,17,SP,mercado,1
2017-01-18,17,SP,papeleria,1
2017-01-18,19,SP,muebles_decoracion,1
2017-01-18,20,MG,informatica_accesorios,1
2017-01-18,20,MG,relojes_regalos,1
2017-01-18,21,SP,muebles_decoracion,3
2017-01-18,22,RS,telefonia_fija,1
2017-01-18,22,SC,utensilios_domesticos,1
2017-01-18,22,SP,juguetes,1
2017-01-18,23,MT,belleza_salud,1
2017-01-18,23,RJ,cama_mesa_bano,1
2017-01-19,0,RJ,telefonia_fija,1
2017-01-19,8,SP,muebles_decoracion,2
2017-01-19,9,RN,bebes,1
2017-01-19,10,MG,automotriz,1
2017-01-19,10,SP,utensilios_domesticos,1
2017-01-19,11,PR,electronicos,1
2017-01-19,11,RS,automotriz,1
2017-01-19,12,SP,juguetes,1
2017-01-19,12,SP,deporte_ocio,1
2017-01-19,13,SP,muebles_decoracion,1
2017-01-19,13,SP,utensilios_domesticos,1
2017-01-19,14,MG,muebles_decoracion,3
2017-01-19,14,RJ,belleza_salud,1
2017-01-19,14,SP,informatica_accesorios,1
2017-01-19,15,MG,muebles_decoracion,1
2017-01-19,15,SP,cama_mesa_bano,2
2017-01-19,16,PA,mercado,1
2017-01-19,16,SP,muebles_decoracion,1
2017-01-19,17,MG,muebles_decoracion,1
2017-01-19,19,MG,cama_mesa_bano,1
2017-01-19,19,SP,muebles_decoracion,1
2017-01-19,20,PE,deporte_ocio,1
2017-01-19,20,SP,muebles_decoracion,1
2017-01-19,21,DF,telefonia,1
2017-01-19,21,SP,automotriz,1
2017-01-19,22,MG,bebes,4
2017-01-19,22,MG,muebles_decoracion,1
2017-01-19,23,SP,muebles_decoracion,1
2017-01-20,0,ES,belleza_salud,1
2017-01-20,0,SP,muebles_decoracion,1
2017-01-20,1,SP,muebles_decoracion,1
2017-01-20,3,SP,muebles_decoracion,1
2017-01-20,10,ES,muebles_decoracion,1
2017-01-20,10,RJ,muebles_decoracion,1
2017-01-20,11,SC,cosas_geniales,2
2017-01-20,11,SP,cama_mesa_bano,1
2017-01-20,12,SP,electronicos,1
2017-01-20,13,RS,moda_bolsas_y_accesorios,1
2017-01-20,14,MG,consolas_juegos,2
2017-01-20,14,MG,muebles_decoracion,1
2017-01-20,14,RJ,bebes,1
2017-01-20,14,SP,deporte_ocio,5
2017-01-20,16,MG,cosas_geniales,1
2017-01-20,16,RS,muebles_decoracion,1
2017-01-20,17,MG,papeleria,4
2017-01-20,17,SP,muebles_decoracion,1
2017-01-20,19,PR,automotriz,2
2017-01-20,19,SP,deporte_ocio,1
2017-01-20,19,SP,herramientas_jardin,1
2017-01-20,19,SP,muebles_decoracion,2
2017-01-20,20,PI,consolas_juegos,1
2017-01-20,21,SP,belleza_salud,2
2017-01-20,22,SP,moda_calzado,1
2017-01-20,22,SP,muebles_decoracion,1
2017-01-21,6,SP,muebles_decoracion,6
2017-01-21,8,RJ,muebles_decoracion,1
2017-01-21,9,SP,muebles_decoracion,1
2017-01-21,14,RJ,automotriz,1
2017-01-21,14,SC,muebles_decoracion,1
2017-01-21,14,SP,electronicos,1
2017-01-21,15,RS,belleza_salud,1
2017-01-21,15,SP,muebles_decoracion,1
2017-01-21,16,SP,consolas_juegos,2
2017-01-21,17,MG,papeleria,5
2017-01-21,17,SP,cosas_geniales,1
2017-01-21,17,SP,muebles_decoracion,1
2017-01-21,18,GO,deporte_ocio,1
2017-01-21,18,GO,informatica_accesorios,1
2017-01-21,18,MG,muebles_decoracion,1
2017-01-21,19,AC,cama_mesa_bano,3
2017-01-21,19,AC,muebles_decoracion,1
2017-01-21,20,MA,muebles_decoracion,1
2017-01-21,21,DF,deporte_ocio,1
2017-01-21,21,PE,muebles_decoracion,1
2017-01-21,21,RJ,muebles_decoracion,1
2017-01-21,22,PA,moda_ropa_masculina,1
2017-01-22,10,SC,cama_mesa_bano,1
2017-01-22,11,DF,moda_ropa_interior_y_playa,1
2017-01-22,11,SP,telefonia_fija,1
2017-01-22,12,SP,telefonia_fija,1
2017-01-22,13,MG,belleza_salud,1
2017-01-22,13,PR,deporte_ocio,1
2017-01-22,13,RJ,juguetes,1
2017-01-22,13,SP,electronicos,1
2017-01-22,14,SP,belleza_salud,1
2017-01-22,14,SP,muebles_decoracion,1
2017-01-22,15,SP,juguetes,1
2017-01-22,16,SP,consolas_juegos,1
2017-01-22,16,SP,utensilios_domesticos,1
2017-01-22,17,CE,muebles_decoracion,1
2017-01-22,17,MG,belleza_salud,1
2017-01-22,17,MG,juguetes,1
2017-01-22,17,RJ,muebles_decoracion,3
2017-01-22,18,MG,belleza_salud,1
2017-01-22,18,RJ,muebles_decoracion,1
2017-01-22,20,RJ,belleza_salud,1
2017-01-22,20,SP,muebles_decoracion,1
2017-01-22,21,MS,tienda_mascotas,1
2017-01-22,21,RS,herramientas_jardin,3
2017-01-22,21,SP,herramientas_jardin,1
2017-01-22,21,SP,muebles_decoracion,1
2017-01-22,22,SP,bebes,1
2017-01-22,22,SP,muebles_decoracion,1
2017-01-22,23,SP,belleza_salud,1
2017-01-22,23,SP,cama_mesa_bano,1
2017-01-23,0,RJ,utensilios_domesticos,2
2017-01-23,1,SP,informatica_accesorios,1
2017-01-23,2,PR,muebles_decoracion,1
2017-01-23,7,SP,agro_industria_y_comercio,2
2017-01-23,7,SP,belleza_salud,2
2017-01-23,8,MG,moda_bolsas_y_accesorios,2
2017-01-23,10,SP,belleza_salud,1
2017-01-23,11,PR,belleza_salud,2
2017-01-23,11,RJ,deporte_ocio,1
2017-01-23,13,PI,deporte_ocio,1
2017-01-23,13,SP,muebles_decoracion,6
2017-01-23,13,SP,tienda_mascotas,1
2017-01-23,14,RJ,moda_bolsas_y_accesorios,1
2017-01-23,16,SP,moda_bolsas_y_accesorios,1
2017-01-23,16,TO,belleza_salud,1
2017-01-23,18,MG,deporte_ocio,1
2017-01-23,18,RJ,cama_mesa_bano,2
2017-01-23,18,RS,muebles_decoracion,1
2017-01-23,18,SP,herramientas_jardin,1
2017-01-23,19,MG,juguetes,1
2017-01-23,19,SP,automotriz,1
2017-01-23,20,MG,juguetes,1
2017-01-23,20,RS,muebles_decoracion,1
2017-01-23,20,SC,muebles_decoracion,2
2017-01-23,20,SP,climatizacion,2
2017-01-23,21,MT,herramientas_jardin,2
2017-01-23,21,RJ,cosas_geniales,3
2017-01-23,21,RJ,herramientas_jardin,2
2017-01-23,22,GO,belleza_salud,1
2017-01-23,22,RJ,herramientas_jardin,1
2017-01-23,22,SP,consolas_juegos,1
2017-01-23,22,SP,informatica_accesorios,1
2017-01-23,22,SP,muebles_decoracion,1
2017-01-23,23,PA,moda_bolsas_y_accesorios,1
2017-01-24,0,PR,belleza_salud,1
2017-01-24,7,BA,belleza_salud,1
2017-01-24,8,MG,herramientas_jardin,1
2017-01-24,9,MG,moda_bolsas_y_accesorios,1
2017-01-24,9,PA,juguetes,1
2017-01-24,9,RS,belleza_salud,1
2017-01-24,9,SP,utensilios_domesticos,1
2017-01-24,11,SE,deporte_ocio,1
2017-01-24,11,SP,moda_ropa_femenina,1
2017-01-24,11,SP,muebles_decoracion,2
2017-01-24,12,MA,automotriz,1
2017-01-24,12,MG,consolas_juegos,1
2017-01-24,12,SP,bebes,1
2017-01-24,13,SP,herramientas_jardin,1
2017-01-24,14,MG,herramientas_jardin,1
2017-01-24,14,SP,mercado,1
2017-01-24,14,TO,juguetes,1
2017-01-24,15,GO,utensilios_domesticos,1
2017-01-24,15,SP,deporte_ocio,2
2017-01-24,16,SP,bebes,1
2017-01-24,16,SP,muebles_decoracion,1
2017-01-24,17,PE,cosas_geniales,1
2017-01-24,17,RJ,informatica_accesorios,1
2017-01-24,17,SP,belleza_salud,1
2017-01-24,18,CE,cama_mesa_bano,1
2017-01-24,18,MT,juguetes,1
2017-01-24,18,SP,perfumeria,1
2017-01-24,19,SP,juguetes,1
2017-01-24,21,BA,belleza_salud,1
2017-01-24,21,RJ,juguetes,1
2017-01-24,21,RS,utensilios_domesticos,1
2017-01-24,21,SP,cama_mesa_bano,1
2017-01-24,22,MT,juguetes,1
2017-01-24,22,RS,muebles_decoracion,1
2017-01-24,22,SC,belleza_salud,1
2017-01-24,22,SP,automotriz,4
2017-01-24,22,SP,muebles_decoracion,1
2017-01-25,0,SP,belleza_salud,1
2017-01-25,0,SP,moda_bolsas_y_accesorios,1
2017-01-25,0,SP,muebles_decoracion,1
2017-01-25,1,AL,herramientas_jardin,1
2017-01-25,1,BA,perfumeria,1
2017-01-25,1,RJ,perfumeria,1
2017-01-25,5,PR,cama_mesa_bano,1
2017-01-25,6,BA,moda_bolsas_y_accesorios,1
2017-01-25,9,BA,juguetes,1
2017-01-25,9,MG,belleza_salud,1
2017-01-25,10,GO,cosas_geniales,1
