seller_id,won_date,business_segment,lead_type,business_type
4fae87d32467e18eb46e4a76a0a0b9ce,2018-07-19 18:06:07,small_appliances,online_medium,reseller
3525be8392a4fa3274c459bcfee41eef,2018-07-04 15:07:27,food_supplement,online_small,reseller
8b181ee5518df84f18f4e1a43fe07923,2018-04-25 03:00:00,health_beauty,online_medium,reseller
d594982fd877af63ace38ea1fca27c76,2018-06-05 17:20:34,audio_video_electronics,industry,reseller
2f1e89e231b096f4ff1f55dfe8607a7b,2018-10-31 16:54:59,computers,online_medium,reseller
90269579385b838ce9bd577dcec278a4,2018-05-30 14:43:50,pet,industry,manufacturer
398cb257329ef7af7f1943a8974a3cbc,2018-03-06 12:25:29,food_drink,online_medium,manufacturer
d65f74c704563bcb8baa915fbf8cfa1e,2018-09-27 12:31:01,health_beauty,online_medium,reseller
26e2c91ef821e1ff8985f408788fe35b,2018-02-06 15:46:14,bed_bath_table,online_beginner,manufacturer
dedcab67899479e4ea5dcc4eba47f587,2018-05-15 18:05:25,car_accessories,online_medium,reseller
ca4b77513ac2040591b0d8fae6958380,2018-06-11 12:40:42,health_beauty,online_medium,reseller
cee3c487c56d29554a22d112af618301,2018-11-14 18:04:19,other,other,other
ae9d6bb89361dff26edbccc7e1c2911d,2018-04-27 14:01:33,fashion_accessories,online_beginner,manufacturer
da3eab58892c04039f4cd5ecb09ae260,2018-03-27 19:14:00,home_decor,offline,manufacturer
6e4a902d1054e4e17aa6eab87fac1c75,2018-06-18 13:58:00,audio_video_electronics,offline,reseller
2d42ebcda99fd55f6f4bc2f1ca035d50,2018-04-11 03:00:00,home_decor,online_big,reseller
04843805947f0fc584fc1969b6e50fe7,2018-04-18 16:50:40,home_decor,online_big,manufacturer
d9d057968270cdb30c14cba606d5dc90,2018-03-29 17:48:42,car_accessories,online_medium,reseller
d4dcd3a31f5f19aea2f258a568517a4f,2018-02-22 13:18:26,food_drink,industry,manufacturer
28760737b4b82d4479ddff8db5e9f71f,2018-02-27 20:04:12,pet,online_medium,manufacturer
0dccb6973ef48a00fbcccfe907181ab0,2018-06-11 12:04:11,food_supplement,online_beginner,reseller
751e274377499a8503fd6243ad9c56f6,2018-07-30 14:34:51,audio_video_electronics,online_big,reseller
93a55b2252867fd7df54c78cbd5c6d95,2018-04-02 14:20:33,construction_tools_house_garden,offline,reseller
1185ae3e5ac0463c854dad54fc8fc9e1,2018-04-13 12:50:35,bags_backpacks,industry,manufacturer
2646baaf662d4d92ac48f047e35db92d,2018-03-23 19:06:54,construction_tools_house_garden,online_medium,reseller
e433f5fd4050e3352b5d83522b7fe24b,2018-04-26 03:00:00,construction_tools_house_garden,online_medium,manufacturer
5cc5fe3c6e303fb7656ee7b0ca21ed58,2018-03-12 13:21:11,jewerly,online_small,reseller
dc64d75cc406bb0697be983831430e60,2018-04-30 21:13:36,audio_video_electronics,online_small,reseller
08d1c9478fb0d7d7fcac9c0da4e82fc7,2018-04-27 13:35:00,home_decor,online_medium,manufacturer
5181ea7b0d346ed14c5c07f0ff22b2b4,2018-09-04 14:15:04,toys,online_big,reseller
ee2fbacc2fc3794e656cc4d933d59ce7,2018-05-18 18:08:22,small_appliances,online_big,reseller
7fc87cc3e89b3d1d5cabdca32f8485aa,2018-02-27 19:19:47,home_office_furniture,offline,manufacturer
eba08391609dfda5c016fdd264f9383b,2018-01-12 16:07:27,home_decor,online_medium,reseller
8b3317388df29d5fa94360a486ad3356,2018-02-26 12:45:46,car_accessories,online_medium,reseller
134285d1f41da5c13a756ee8142c8a4e,2018-04-03 03:00:00,car_accessories,online_big,reseller
e9e446d01bd10a97a8ffcfc4a3a20cb2,2018-04-27 16:11:57,health_beauty,online_medium,reseller
6061155addc1e54b4cfb51c1c2a32ad8,2018-04-27 20:44:40,pet,online_small,reseller
bba8d0c234a52b87b3957037a215d1a4,2018-02-22 21:07:50,home_decor,online_small,manufacturer
044668ccd5316b12a7cf0d54a156e3e9,2018-01-31 21:00:13,food_drink,offline,reseller
fc813dd7e04b8a1c9c10e8e9c10cd5f9,2018-06-25 19:33:44,music_instruments,industry,reseller
922f6795c9e65f2485d4e63af76586ff,2018-09-21 18:18:15,bed_bath_table,online_medium,reseller
224167f6e956da2f71c0e8dbdaa8bbf0,2018-03-12 13:14:10,computers,offline,reseller
30a81d8cf85fb2ada1b1b094c9583a95,2018-01-19 16:51:28,pet,online_top,reseller
7e417525a6ce49b708fd384e580fe3c4,2018-04-03 17:19:55,home_decor,online_medium,manufacturer
b6cac2bb2d83cae903e336e6a993c795,2018-04-23 14:31:35,car_accessories,online_big,reseller
0ddefe3c7a032b91f4e25b9c3a08fca1,2018-02-09 15:35:51,household_utilities,online_small,reseller
45dfe11016c782d99a19f93dd34c300d,2018-03-16 14:17:34,car_accessories,online_medium,reseller
6f835fd4be26989b1b064399da346143,2018-04-27 16:09:25,audio_video_electronics,online_medium,reseller
3e35a8bb43569389d3cebef0ce820f69,2018-01-18 11:09:00,food_drink,industry,reseller
a7d0f8dd44f57ef6de7f7f02e3d82630,2018-04-27 21:38:40,health_beauty,online_medium,reseller
a663d9c3797e90eac99ff60939416a56,2018-04-27 21:08:34,computers,online_beginner,reseller
2aef4c8187ab057d6f1b7e0e636aa481,2018-08-28 17:09:31,construction_tools_house_garden,online_beginner,reseller
8e3338430e8b66d28aa88fa892a00063,2018-02-26 20:32:17,home_decor,online_small,reseller
3084dcdea01fe4f2d556540e6b2e873d,2018-04-03 18:56:08,construction_tools_house_garden,industry,reseller
a213f1bd6458f4a158f3746cb2514559,2018-04-26 16:05:43,computers,online_beginner,reseller
a56e351445e5863fc8960640ba9190c7,2018-02-26 20:02:10,home_decor,online_small,reseller
9d590e1df0faffd9ceaa1f0f0ea9af2f,2018-09-21 18:49:49,audio_video_electronics,online_medium,reseller
f49987b20beada69981c57899ffd1095,2018-08-03 17:41:00,home_office_furniture,online_medium,reseller
5cb4a72356883c59790dc8309cddea2f,2018-01-30 16:30:17,home_decor,online_medium,manufacturer
fcdd820084f17e9982427971e4e9d47f,2018-02-15 17:38:42,household_utilities,online_big,manufacturer
131fcb0a0c9a47bba4474aacff0f14b7,2018-04-20 03:00:00,home_appliances,online_medium,reseller
3d5d0dc7073a299e31fa718ce1bc00b6,2018-05-07 16:42:08,health_beauty,online_medium,reseller
0db0dce302e414422ed38aabd133ae04,2018-06-18 12:46:31,food_supplement,industry,manufacturer
3492e68f37fd1df87f4f2f2ea247f445,2018-02-12 18:46:06,car_accessories,online_medium,reseller
ba143b05f0110f0dc71ad71b4466ce92,2018-04-17 19:12:16,books,online_big,reseller
309405cfad0d11cd1ec6bb5d02c70c6b,2018-05-29 20:20:26,construction_tools_house_garden,online_big,manufacturer
f4009c6b30765309a251c26bc458e0e5,2018-08-07 19:47:27,stationery,industry,reseller
11fb6f6d341adbe19e81733701704635,2018-06-15 21:32:52,home_decor,online_medium,reseller
42fac6337d0f14ecdc18a82bfe6dd076,2018-01-26 20:25:59,household_utilities,industry,reseller
e0cfd7ece071eb006b1670ea64d0904e,2018-09-25 11:55:05,construction_tools_house_garden,offline,reseller
841fba8f46ab4edd1bb086f53735000e,2018-04-06 17:40:28,car_accessories,online_top,reseller
a333655afd62d4ef51f55ac7c58abb34,2018-07-12 21:14:21,car_accessories,online_big,reseller
ade45994b717ccee333492330fbf037b,2018-03-14 12:18:20,audio_video_electronics,online_big,reseller
784fca1939f4ad6c73be249a80b17d18,2018-03-28 22:37:52,baby,online_small,manufacturer
da6a60cc8cc724fe51be021ff8be779c,2018-05-14 16:06:59,books,online_big,reseller
6e985a12b7b98f0a15b7bf90cc882f61,2018-01-22 13:18:32,home_office_furniture,industry,reseller
a69aa24cec11168e7e39a3fbc727e925,2018-04-30 03:00:00,health_beauty,online_big,reseller
faf3ee2764599d114d7e8f25d4c19845,2018-09-11 19:25:49,home_decor,online_big,reseller
6025c79c035c3d772133b8b8238463b2,2018-05-10 19:07:39,car_accessories,online_medium,reseller
e1643dff33666ca629e3644c02738179,2018-03-13 14:56:01,household_utilities,offline,reseller
cc63f0dd2acba93ffed4fe9f8e0321fa,2018-04-24 03:00:00,home_office_furniture,online_beginner,reseller
bb2afe2061d53c6968aa0cffa233a8ec,2018-04-06 17:56:04,sports_leisure,online_medium,reseller
ba56ae8ab7eb61b0c3f064f9661eb15c,2018-02-01 12:33:15,books,online_medium,manufacturer
c8cc60ffd415254af5d9b9f34f32c369,2018-04-30 20:23:10,pet,online_medium,reseller
6267923376872bb45a1c804aed0f1e73,2018-03-28 18:55:26,household_utilities,industry,manufacturer
c1849d4d32d7a6cecd5aa471809d3135,2018-05-18 12:47:49,party,offline,manufacturer
90c523952c5622d268addb6d93a7212f,2018-08-20 13:59:51,audio_video_electronics,online_beginner,reseller
0ab97fdbae52ec0e877efdf9b310528e,2018-04-13 20:38:20,food_drink,online_medium,reseller
f233b575e585413f12fe2f847d922447,2018-10-30 18:21:05,household_utilities,online_big,reseller
7d2af2d0dc5a86742cda2e5da38c1ac7,2018-03-19 03:00:00,audio_video_electronics,online_medium,reseller
71729348559edea55a3e7a2bc2a2986d,2018-06-06 17:50:28,health_beauty,online_medium,manufacturer
4125d9385a25e82d2f72d3a0fd55bc3f,2018-04-05 15:06:11,home_decor,online_medium,reseller
5f5a58930c3c35f3b5af264f34fb8c85,2018-02-26 17:07:06,air_conditioning,online_medium,reseller
94eead2f1cdacbf7ba5c5a0bdbe4cf1f,2018-04-27 14:11:20,household_utilities,offline,reseller
facd538cb53fa082bffaeee65521020a,2018-09-17 12:03:18,car_accessories,offline,reseller
09c34a8e333be37851747c27525a4e53,2018-05-15 20:21:11,pet,online_small,reseller
8fbd63429be6d3e5e6d1a709b6464802,2018-01-23 17:58:30,car_accessories,industry,reseller
a28120fc27b206d3bc355b57040baf7a,2018-04-30 13:06:43,audio_video_electronics,industry,reseller
b16d3dadc47d4eb18be3d88bad0775ce,2018-03-28 16:11:25,sports_leisure,online_medium,manufacturer
a8fee0ab6206634206f782c32e41a2a4,2018-08-23 12:46:40,health_beauty,online_medium,reseller
dd5450b022b2d00a2145a66331e1aef6,2018-02-19 17:26:54,household_utilities,online_medium,reseller
f887581ec486ee8eec9ed933310848e0,2018-05-31 21:44:18,car_accessories,online_medium,reseller
f89e46b812b06f22508f89873565ce6c,2018-04-30 20:24:05,food_supplement,offline,reseller
845e8036c3f7bf62099352f5ed910240,2018-05-03 03:00:00,bed_bath_table,online_big,reseller
ce9d7ae0d0fe0a747bc46cf3f089cfaa,2018-06-20 18:31:06,audio_video_electronics,industry,reseller
f049a72cf58fd31b11f8919cade515e7,2018-05-24 22:16:29,audio_video_electronics,online_beginner,reseller
117cfc326c6d50da67ca858ff5c0c852,2018-03-29 20:20:04,household_utilities,online_medium,reseller
c6d5704d1ed91beed0114bcd9d3367bb,2018-03-05 18:43:20,home_decor,online_beginner,manufacturer
049197f741ca0cde891420fc72fba3e5,2018-04-19 22:00:40,pet,offline,reseller
116e5ef667d05e59c8b95acd02670ff3,2018-03-20 14:01:49,health_beauty,online_small,reseller
f1fdf2d13186575751aa25876536d85c,2018-03-22 13:06:50,sports_leisure,online_big,reseller
b64d51f0435e884e8de603b1655155ae,2018-02-15 16:06:31,household_utilities,online_medium,reseller
56e361f411e38dcef17cdc2a3d99628b,2018-05-10 19:16:27,audio_video_electronics,industry,manufacturer
cac876b37d3abcd6bd76caca30277996,2018-01-29 17:13:49,home_decor,online_big,reseller
a414555ce331b8c8aea4a9cb8395194d,2018-01-29 20:08:37,home_appliances,online_medium,reseller
c54679b132454625907c773d273d4126,2018-01-08 19:14:47,health_beauty,online_medium,manufacturer
4a82168aaef173cbb6e46ae88728f919,2018-05-02 17:57:01,health_beauty,online_big,reseller
41b9c7bfadf5f42b93b7bfbae1b84494,2018-01-15 19:51:21,audio_video_electronics,online_small,reseller
d8d9567d0bfb0bc7eb845a205ba42657,2018-02-09 13:41:10,books,online_medium,reseller
3ab971ce71839580d2ae5b4e40fe8044,2018-04-27 13:55:14,home_decor,online_big,reseller
02f623a8eb246f3c5f7c2f96462654e6,2018-04-18 20:16:19,sports_leisure,online_medium,reseller
11a559e252a8d167a8ccea7abcf357f3,2018-01-19 17:23:06,construction_tools_house_garden,online_medium,manufacturer
cec13d4723ba59aae2a6663b99129a49,2018-04-04 13:50:13,car_accessories,online_medium,reseller
0ca9bd8db4679bc89692acdfcd96b6c4,2018-05-23 21:47:07,health_beauty,online_big,reseller
351cc0833086e30c04f3b0a15dbc3e93,2018-09-03 19:15:53,household_utilities,online_big,reseller
6aa3928696eab49a19a466e665a649fd,2018-02-07 13:40:14,health_beauty,online_medium,reseller
539ed9e19811677513447759be5eccfc,2018-05-15 18:16:40,home_decor,industry,reseller
d7827b2af99326a03b0ed9c7a24db0d3,2018-03-29 16:29:14,construction_tools_house_garden,online_big,reseller
6c6d00f0561125a66cffac53cfe3f913,2018-07-31 22:29:03,food_drink,online_beginner,manufacturer
bd4431c1a8dfa744b59e1e2a8bc99b9e,2018-01-26 18:13:17,health_beauty,offline,reseller
4a1917ef994878940e1fb03eeb787ad7,2018-04-09 17:28:44,phone_mobile,industry,reseller
c0aff2da32c17759d30b22fb0af6649d,2018-04-20 13:24:51,music_instruments,online_medium,reseller
cb6c9f5888a7a090c75beaf615925792,2018-04-20 19:04:20,construction_tools_house_garden,online_medium,reseller
f212a20c700f5a7c3d4de5ef38e02c42,2018-08-10 13:01:03,audio_video_electronics,online_medium,reseller
59cea8e446d3834393058e7e0666b6fb,2018-05-08 12:18:42,small_appliances,online_big,reseller
2cb98e27ce1c18abdb42209b34c382a7,2018-02-28 03:00:00,car_accessories,online_beginner,reseller
3289d8c3eef4873f91ce0b1343c0dd58,2018-04-26 20:04:29,sports_leisure,online_small,manufacturer
55c26bcb609f480eb7868594245febb5,2018-03-01 14:58:45,baby,online_big,reseller
5c3460cd3e8a984382ae254e7dd20d9f,2018-01-10 18:15:06,baby,online_small,reseller
e979bb42fb660609fe056a6bea03761f,2018-04-27 03:00:00,jewerly,online_small,reseller
bcafb8538edd43b166274b25c60b7458,2018-06-26 12:51:19,audio_video_electronics,online_big,reseller
0e72c1a751b496722a6cb1f10653b62a,2018-03-12 18:24:50,books,industry,reseller
abcb0f101902cd0ca5bfddc35ddab560,2018-07-11 14:58:50,home_decor,online_medium,manufacturer
ae7ab174effdead6c241e547e4ca13f0,2018-04-04 21:17:17,household_utilities,online_medium,manufacturer
f85612e1b253b37d88329fdc16e8f32f,2018-04-03 18:29:19,pet,online_big,reseller
1d953075c2f0dd990bacf27b83b330f1,2018-06-20 12:24:10,computers,online_medium,reseller
9261d76c62caaf0b24677c2ceb7f8f20,2018-05-22 21:25:39,household_utilities,industry,reseller
def312fb44a52de894acf688498ce1fc,2018-01-31 13:33:48,home_decor,online_medium,manufacturer
160851d3ece7aa1a510f8d1a4bb8a8af,2018-07-18 20:24:28,construction_tools_house_garden,industry,manufacturer
c004e5ea15737026cecaee0447e00b75,2018-03-26 19:31:38,construction_tools_house_garden,offline,reseller
7ff588a03c2aeae4fbd23f9ae64b760d,2018-05-21 20:28:33,car_accessories,online_big,reseller
880ce4951cf857ab1d9e0b75c1d856f4,2018-01-31 02:00:00,car_accessories,industry,reseller
9e6967d3cf386d284251784b18ccb485,2018-04-13 13:41:51,construction_tools_house_garden,online_big,reseller
e9c2dc0dd4ac38448289be644ac94f42,2018-06-20 18:32:56,sports_leisure,online_medium,reseller
964ff64dc05b13811c6d0f41e0aa5f6b,2018-04-11 14:36:14,home_decor,online_big,manufacturer
1997c740529040d6a2244d2e818acb50,2018-02-26 20:59:09,audio_video_electronics,online_big,reseller
6fcc97197c64771f3c18aea3aa9d3913,2018-10-24 19:33:34,construction_tools_house_garden,industry,manufacturer
1cbdc7cf130a41fd13a3c2a7d2fcfda7,2018-03-16 19:39:38,bed_bath_table,offline,reseller
75fe775fe1a7ad296e77ea7e66b35ac3,2018-07-13 20:14:57,home_decor,offline,reseller
9e545d0501bd685bba148d9f631093f1,2018-02-22 13:16:06,construction_tools_house_garden,online_big,reseller
40105cb0aec41563d24ccc7b90ae7083,2018-08-30 22:00:23,home_decor,industry,manufacturer
b1116e9a35b2fa91eb4a0af8e73cdc3a,2018-06-14 18:51:26,small_appliances,industry,manufacturer
17595577347283c0140226df762e2e6b,2018-07-03 12:26:43,bed_bath_table,online_medium,reseller
271b8923c6a549e02d3c9fd1f8c0422b,2018-06-01 16:45:27,household_utilities,offline,reseller
d7cb3f744255259a4ded02cb354f5bcf,2018-02-26 16:11:50,home_decor,online_medium,manufacturer
618b0524377e106190c0c91cacdb4b78,2018-05-11 03:00:00,car_accessories,online_medium,reseller
231e2c768bf979ec59ff743f16a442ce,2018-05-15 19:03:42,audio_video_electronics,industry,reseller
44717f64ec2a457979cf83c429077666,2018-04-05 19:05:16,handcrafted,online_medium,reseller
b0289c0c1f9f84008e7b4dbf795c4676,2018-01-12 18:25:57,music_instruments,online_small,reseller
31be790e64fc99f8ff48ec2bd18a3104,2018-06-29 20:16:50,household_utilities,online_beginner,reseller
b0ec35adb04cfa85d3e0ff3f79c186a3,2018-05-17 21:47:38,home_office_furniture,industry,manufacturer
fa7cc273072520346449b9e89329768a,2018-08-10 16:46:39,audio_video_electronics,online_beginner,reseller
120476eb7a04c149d14772edaf5d9bf2,2018-06-25 18:42:15,construction_tools_house_garden,online_big,reseller
7df961ce758538004de6db0f5b9d7b6f,2018-04-17 14:51:42,home_decor,online_small,reseller
cee4320453079d554562dee0753d7d43,2018-08-21 21:07:30,health_beauty,online_medium,reseller
21f3118106d69d16dfe7d5aaf37cb242,2018-07-30 20:30:31,car_accessories,online_big,reseller
94d76e96eedd976258cd3278ce56d5f2,2018-02-07 20:39:32,construction_tools_house_garden,online_big,manufacturer
b5e7d871b063f34de611e8b448e63f2e,2018-02-26 16:09:48,health_beauty,offline,manufacturer
04ed0495537199603d4930fc5c0dd026,2018-04-27 14:07:20,audio_video_electronics,offline,reseller
96c1c7f1f24470915da80563cd1202ea,2018-08-08 16:22:31,audio_video_electronics,online_medium,reseller
1f74801bb8b05750ce5e7597b685bd13,2018-06-18 13:51:38,food_supplement,offline,reseller
bed6d1f6c4664ab8cf3abf3821727756,2018-03-22 21:20:42,construction_tools_house_garden,industry,reseller
377bc18334c78dd2f1535ef22a3ad225,2018-03-07 22:08:32,car_accessories,online_big,reseller
51fdd5d43db628fada4588f89aba3e8e,2018-04-11 20:19:49,car_accessories,offline,reseller
58f1a6197ed863543e0136bdedb3fce2,2018-02-27 17:30:22,fashion_accessories,online_medium,reseller
65febd49fd28ec955651299159b1f527,2018-03-19 18:58:47,household_utilities,online_big,reseller
9b1585752613ec342d03bbab9997ec48,2018-05-11 14:22:51,car_accessories,offline,reseller
cbf09e831b0c11f6f23ffb51004db972,2018-04-10 18:20:00,household_utilities,online_top,reseller
4f0d637c1197fd65405ebd755ac9f86b,2018-03-12 21:20:49,health_beauty,online_medium,reseller
026c6180cd86d6069dad573ce69b465e,2018-10-03 12:28:55,household_utilities,online_small,manufacturer
0691fc6052b1918d775ac6ff8275eb01,2018-01-12 02:00:00,home_decor,online_medium,manufacturer
d50f6d198921d51b24544738b29d2b0e,2018-06-04 13:55:12,food_drink,industry,manufacturer
9485222b0bad29d3b0e860fa5ec1fdd4,2018-09-13 03:00:00,construction_tools_house_garden,industry,manufacturer
28fadc495e06e64b5d15d54959f2cee1,2018-01-31 16:18:47,watches,online_top,reseller
dbdd0ec73a4817971d962698f2fea022,2018-02-02 13:08:11,health_beauty,online_big,manufacturer
2aeedd049dc20e7171f43110fd0d6821,2018-06-13 16:37:42,construction_tools_house_garden,industry,reseller
6a60bd6a4afd5fc86b75b47ec502df7b,2018-05-16 17:48:30,health_beauty,online_small,reseller
46bec94e1e0fc413b6adb1d1bd175477,2018-05-25 16:36:57,food_supplement,online_small,manufacturer
73df8d9e8f8c54d0d42feb9bf58c718c,2018-06-05 21:47:22,home_office_furniture,online_medium,manufacturer
dd22fbe4df5d84be25176054640b696d,2018-06-11 12:36:11,food_drink,industry,manufacturer
2aa8585964d74f71e334a6c3de2ddc27,2018-02-05 18:36:39,fashion_accessories,online_small,reseller
6cd5309bfee39493f71de0350e837b3d,2018-02-15 18:21:28,car_accessories,offline,reseller
caa9bc43a9fe8cf9c564ddd8a03cc4a6,2018-03-28 16:09:52,toys,online_medium,reseller
fe87f472055fbcf1d7e691c00b1560dc,2018-01-23 12:41:16,home_decor,online_medium,reseller
366b6b05f39997f102dc5179de14d43c,2018-10-01 12:27:47,health_beauty,online_small,reseller
9169e322ad3419286d1e5ee8f1c3b3f0,2018-11-01 15:36:16,perfume,online_medium,reseller
da4d149c0ddbac90557103ac0a0ec356,2018-01-11 17:16:48,sports_leisure,online_medium,reseller
bc2579cde838eb0fa8477f7efb1298d1,2018-05-10 20:10:08,household_utilities,offline,reseller
693660429f9dc4ff704eb3d88dad54d7,2018-05-25 21:25:11,audio_video_electronics,online_medium,reseller
7d7866a99a8656a42c7ff6352a433410,2018-05-30 22:29:56,household_utilities,offline,reseller
657969cca82e884d272385ec0ef06edd,2018-02-08 19:03:20,fashion_accessories,industry,reseller
b7140ce94c4514bf136a2c3f98e0476c,2018-07-31 20:01:32,audio_video_electronics,online_small,reseller
a50397ac35dc51ce40c4c3117828e4ec,2018-03-28 19:05:44,audio_video_electronics,industry,reseller
d65d93b215feab3f997441e1e0a98ca5,2018-05-14 19:26:01,computers,offline,reseller
dda37071807e404c5bb2a1590c66326f,2018-03-26 20:08:26,bags_backpacks,online_small,manufacturer
85be0b7181c48c393007b0002fdec79c,2018-04-30 20:47:07,construction_tools_house_garden,online_medium,reseller
671585f5a2af58b6e276bc01003c0d2b,2018-06-19 19:54:25,household_utilities,online_medium,manufacturer
4a1f694197d05fe70026b016a7316b41,2018-02-02 11:25:23,home_decor,online_medium,reseller
3d3ccf2b2f8134b10dce9dd446f0e075,2018-04-25 18:28:42,home_decor,online_medium,reseller
2cb6eb1b7185064167657fa09f541105,2018-01-15 17:14:00,home_decor,online_medium,manufacturer
0fe3372ef9bebf177e6cb95fa0340fb6,2018-08-20 13:15:36,construction_tools_house_garden,offline,reseller
964cb238d75d1e6c6e1f88adcdf14f42,2018-03-07 14:24:51,construction_tools_house_garden,online_medium,manufacturer
167bde8a09cb3196874f3f7e2753a98d,2018-01-29 20:43:42,toys,industry,manufacturer
c84592044b180dec206770c38603814b,2018-01-30 18:06:36,audio_video_electronics,online_medium,reseller
c3e1abd72a42fe690fcd89cf5720fe29,2018-04-27 12:40:32,pet,online_big,reseller
4d0041cdbe51b4617d95c70b19decc74,2018-04-20 19:29:22,car_accessories,industry,reseller
4e0bb097aa0fb4e2f9a146b77698427a,2018-01-19 02:00:00,car_accessories,offline,reseller
77e81c45f03c23a7b43dbb0bdd905dff,2018-01-12 13:49:28,health_beauty,online_small,manufacturer
2fa13c8bd5705d279f7ed5cc9ec61c68,2018-01-18 02:00:00,health_beauty,online_medium,reseller
9e54d45e5f30ed4f296bd25d4edada20,2018-04-04 20:55:17,music_instruments,online_small,reseller
596d3b6f78d5a703bfce24b801d2fbdb,2018-06-26 17:13:29,health_beauty,industry,reseller
18e694e0e48ed6f7aa3f24aade5fd697,2018-03-27 03:00:00,computers,online_medium,reseller
fd435faa3c0422b60440ea3480d0e77c,2018-07-26 17:03:01,music_instruments,online_big,reseller
7816cd9c5b1238e320545f5bf7eb80e8,2018-05-14 19:41:58,construction_tools_house_garden,online_big,reseller
713a71465d58d5315a36788861dfec4a,2018-01-22 17:43:36,stationery,industry,reseller
4d54524ebf3e26769edc397a2eb26462,2018-05-18 13:05:14,computers,online_top,reseller
8dc50970bc5ef0bf96e6dc401caf0c1c,2018-05-23 21:00:58,home_office_furniture,online_medium,reseller
c963a25b8671419c6ce9eebe8fd03218,2018-03-13 15:51:54,home_decor,online_medium,manufacturer
2aafae69bf4c41fbd94053d9413e87ee,2018-04-19 14:13:04,stationery,online_medium,manufacturer
3c6b1149911003e599410f60c7735bc6,2018-02-28 19:15:15,audio_video_electronics,online_medium,reseller
9ebf0ac03992f6240c8339820ed03581,2018-08-02 17:32:16,small_appliances,online_big,reseller
65d5e688c5bba88c62953b3a97264d54,2018-04-18 20:19:00,home_office_furniture,offline,manufacturer
013d100f608a64ec8275c038aedeb064,2018-04-06 14:15:21,food_supplement,online_top,reseller
d66c11a9572221d92fbb8c4897db5f9b,2018-04-14 03:00:00,household_utilities,industry,manufacturer
7d91f9d655df761fd0cf119733a61e74,2018-08-14 13:56:57,perfume,online_medium,reseller
77d0bfeb12a6711682cc61a508f87313,2018-05-23 13:57:13,health_beauty,online_beginner,reseller
01fd077212124329bac32490e8ef80d9,2018-03-28 22:45:45,household_utilities,online_medium,reseller
c0199604c0ca0863cd20b95aadd24427,2018-04-06 21:43:37,phone_mobile,online_medium,reseller
