,index,order_purchase_timestamp,price
81,15089,2016-10-05 09:46:43,629.9
82,73641,2016-10-05 11:01:40,249.9
83,21190,2016-10-05 11:05:52,86.99
84,58647,2016-10-05 11:08:46,149.99
85,83767,2016-10-05 11:44:41,10.0
86,89235,2016-10-05 12:32:55,59.9
87,82029,2016-10-05 12:34:04,249.9
88,54919,2016-10-05 12:41:38,77.9
89,54922,2016-10-05 12:41:38,77.9
90,54921,2016-10-05 12:41:38,77.9
91,54920,2016-10-05 12:41:38,77.9
92,54924,2016-10-05 12:41:38,77.9
93,54923,2016-10-05 12:41:38,77.9
94,59367,2016-10-05 12:44:09,169.9
95,97512,2016-10-05 13:12:43,39.9
96,97513,2016-10-05 13:12:43,39.9
97,52096,2016-10-05 14:40:44,329.99
98,2058,2016-10-05 14:49:49,29.9
99,96689,2016-10-05 15:08:00,294.9
100,90194,2016-10-05 15:17:57,649.0
101,100285,2016-10-05 17:09:07,149.9
102,100286,2016-10-05 17:09:07,149.9
103,100287,2016-10-05 17:09:07,149.9
104,100288,2016-10-05 17:09:07,149.9
105,81582,2016-10-05 17:11:49,128.9
106,40518,2016-10-05 17:14:27,49.99
107,81266,2016-10-05 17:16:17,128.9
108,78427,2016-10-05 19:09:33,14.9
109,78426,2016-10-05 19:09:33,22.37
110,78425,2016-10-05 19:09:33,14.9
111,78423,2016-10-05 19:09:33,22.37
112,78424,2016-10-05 19:09:33,22.37
113,21538,2016-10-05 20:09:05,629.9
114,62582,2016-10-05 20:20:57,129.99
115,20716,2016-10-05 20:20:59,19.9
116,32162,2016-10-05 20:36:39,30.97
117,69333,2016-10-05 21:10:56,54.9
118,11622,2016-10-05 22:24:40,248.0
119,68501,2016-10-05 22:39:46,22.9
120,85424,2016-10-05 22:53:45,101.9
121,51743,2016-10-05 23:14:34,24.99
122,9664,2016-10-06 00:06:17,49.99
123,29393,2016-10-06 02:53:39,39.99
124,18718,2016-10-06 07:08:15,49.99
125,18717,2016-10-06 07:08:15,49.99
126,27696,2016-10-06 07:53:10,633.0
127,76500,2016-10-06 08:28:19,499.99
128,109216,2016-10-06 08:58:04,48.0
129,109217,2016-10-06 08:58:04,177.9
130,32537,2016-10-06 09:07:52,20.9
131,2325,2016-10-06 09:22:35,279.9
132,86148,2016-10-06 09:59:13,59.9
133,92982,2016-10-06 10:12:12,649.17
134,18229,2016-10-06 10:13:53,109.99
135,48760,2016-10-06 10:47:15,249.9
136,48759,2016-10-06 10:47:15,249.9
137,60880,2016-10-06 11:05:43,40.9
138,815,2016-10-06 11:32:00,128.9
139,84128,2016-10-06 12:21:47,159.9
140,41194,2016-10-06 12:22:07,109.9
141,56516,2016-10-06 12:51:54,107.99
142,18138,2016-10-06 13:02:32,99.9
143,66532,2016-10-06 13:16:56,25.9
144,70161,2016-10-06 13:39:20,39.9
145,54172,2016-10-06 14:59:56,59.9
146,54171,2016-10-06 14:59:56,59.9
147,90041,2016-10-06 15:14:09,89.9
148,17573,2016-10-06 15:19:40,199.9
149,17574,2016-10-06 15:19:40,199.9
150,82549,2016-10-06 16:13:30,59.9
151,101559,2016-10-06 16:17:56,136.9
152,99957,2016-10-06 16:43:26,139.99
153,38103,2016-10-06 17:10:05,79.9
154,91033,2016-10-06 17:42:49,89.9
155,34996,2016-10-06 17:45:30,49.0
156,70924,2016-10-06 18:03:01,69.9
157,52170,2016-10-06 18:11:11,44.9
158,18941,2016-10-06 18:50:25,24.9
159,18940,2016-10-06 18:50:25,24.9
160,13154,2016-10-06 19:33:34,41.99
161,40585,2016-10-06 19:38:12,88.0
162,12493,2016-10-06 20:05:04,29.9
163,4174,2016-10-06 20:06:26,39.9
164,88405,2016-10-06 20:15:20,59.9
165,3042,2016-10-06 22:00:27,249.9
166,17329,2016-10-06 22:23:25,69.99
167,14427,2016-10-06 22:34:03,79.99
168,25762,2016-10-06 23:21:10,18.9
169,19268,2016-10-07 00:54:40,44.9
170,19267,2016-10-07 00:54:40,44.9
171,19266,2016-10-07 00:54:40,44.9
172,96205,2016-10-07 02:41:42,128.9
173,98924,2016-10-07 08:28:29,30.97
174,1002,2016-10-07 08:28:42,590.0
175,31943,2016-10-07 09:33:06,32.9
176,91829,2016-10-07 09:41:02,129.97
177,75976,2016-10-07 10:05:16,73.35
178,8092,2016-10-07 10:06:58,18.9
179,23273,2016-10-07 10:11:42,399.0
180,53062,2016-10-07 10:18:50,49.99
181,66863,2016-10-07 10:28:56,99.99
182,28186,2016-10-07 10:44:21,69.9
183,10496,2016-10-07 10:45:48,349.9
184,16961,2016-10-07 10:52:22,249.99
185,16962,2016-10-07 10:52:22,249.99
186,4681,2016-10-07 10:57:46,269.9
187,25919,2016-10-07 11:20:34,109.9
188,25921,2016-10-07 11:20:34,109.9
189,25920,2016-10-07 11:20:34,109.9
190,5330,2016-10-07 11:33:35,79.9
191,84857,2016-10-07 11:37:12,18.9
192,34328,2016-10-07 12:06:30,49.0
193,65448,2016-10-07 14:15:50,27.9
194,18108,2016-10-07 14:40:45,174.9
195,93112,2016-10-07 14:42:07,58.0
196,3228,2016-10-07 14:42:24,89.9
197,30022,2016-10-07 14:52:30,249.9
198,69408,2016-10-07 15:12:40,339.9
199,22402,2016-10-07 16:50:52,131.99
200,33623,2016-10-07 16:56:35,99.9
201,33622,2016-10-07 16:56:35,99.9
202,44629,2016-10-07 17:09:56,193.8
203,24845,2016-10-07 17:13:42,39.99
204,69895,2016-10-07 17:37:49,51.5
205,37185,2016-10-07 19:02:48,249.0
206,38299,2016-10-07 19:16:49,59.9
207,68620,2016-10-07 21:19:32,132.0
208,48378,2016-10-07 21:30:12,379.98
209,9791,2016-10-07 21:50:26,212.4
210,82754,2016-10-07 22:35:59,138.0
211,36031,2016-10-07 22:46:51,161.55
212,85833,2016-10-07 22:51:32,29.99
213,6685,2016-10-07 23:18:38,49.0
214,60094,2016-10-08 01:28:14,1399.0
215,70260,2016-10-08 02:18:43,949.99
216,37558,2016-10-08 04:01:53,49.9
217,43537,2016-10-08 08:05:21,59.9
218,43536,2016-10-08 08:05:21,59.9
219,43538,2016-10-08 08:05:21,59.9
220,65783,2016-10-08 08:25:32,54.99
221,16770,2016-10-08 09:50:08,49.99
222,28850,2016-10-08 09:55:44,299.9
223,17837,2016-10-08 10:07:25,210.0
224,29866,2016-10-08 10:26:41,19.9
225,90358,2016-10-08 10:31:00,689.99
226,6367,2016-10-08 10:55:44,119.99
227,74221,2016-10-08 11:33:25,49.0
228,74220,2016-10-08 11:33:25,49.0
229,98669,2016-10-08 11:50:02,339.9
230,10247,2016-10-08 13:54:03,69.99
231,51951,2016-10-08 14:31:26,49.9
232,40130,2016-10-08 14:48:08,129.99
233,60404,2016-10-08 15:02:10,169.99
234,23931,2016-10-08 15:36:50,159.9
235,23930,2016-10-08 15:36:50,59.9
236,52672,2016-10-08 15:42:14,119.9
237,53447,2016-10-08 15:47:56,249.99
238,33431,2016-10-08 16:02:07,21.5
239,2721,2016-10-08 17:43:25,89.9
240,2720,2016-10-08 17:43:25,89.9
241,91673,2016-10-08 17:43:26,399.99
242,49869,2016-10-08 18:39:08,389.0
243,85140,2016-10-08 18:45:34,239.9
244,107765,2016-10-08 20:02:32,35.0
245,47626,2016-10-08 20:16:05,49.9
246,63677,2016-10-08 20:17:50,99.99
247,69736,2016-10-08 20:28:48,43.89
248,57244,2016-10-08 21:04:27,75.9
249,13269,2016-10-08 21:12:48,15.9
250,95343,2016-10-08 21:37:30,74.9
251,54691,2016-10-08 21:58:32,134.9
252,22191,2016-10-08 22:11:57,83.9
253,45542,2016-10-08 22:34:11,59.9
254,81452,2016-10-08 22:41:36,17.8
255,26047,2016-10-08 23:46:06,299.9
256,85384,2016-10-09 00:56:52,59.9
257,85385,2016-10-09 00:56:52,49.9
258,57751,2016-10-09 11:33:12,35.0
259,63455,2016-10-09 11:43:43,62.9
260,29278,2016-10-09 12:13:58,72.9
261,42920,2016-10-09 12:46:25,29.9
262,100087,2016-10-09 13:31:57,44.99
263,32239,2016-10-09 13:57:42,299.99
264,48297,2016-10-09 15:10:41,129.97
265,84567,2016-10-09 15:39:56,135.0
266,40361,2016-10-09 22:31:44,90.0
267,23899,2016-10-09 22:34:11,99.99
268,10660,2016-10-09 22:36:25,39.9
269,10661,2016-10-09 22:36:25,19.83
270,10664,2016-10-09 22:36:25,39.9
271,10662,2016-10-09 22:36:25,39.9
272,10663,2016-10-09 22:36:25,19.83
273,10659,2016-10-09 22:36:25,19.83
274,66500,2016-10-09 22:36:44,11.9
275,40813,2016-10-09 22:36:49,39.9
276,15539,2016-10-09 22:38:35,79.99
277,26504,2016-10-09 22:38:37,56.0
278,53287,2016-10-09 22:42:35,39.99
279,92970,2016-10-09 22:44:21,380.0
280,80620,2016-10-09 23:25:13,39.9
281,80619,2016-10-09 23:25:13,47.4
282,99548,2016-10-09 23:38:19,79.9
283,107124,2016-10-09 23:50:37,29.9
284,27302,2016-10-09 23:55:30,549.99
285,6735,2016-10-10 00:01:50,49.9
286,25033,2016-10-10 02:17:55,99.9
287,4297,2016-10-10 04:31:17,19.9
288,51912,2016-10-10 04:49:29,24.99
289,6274,2016-10-10 07:03:07,54.9
290,383,2016-10-10 07:53:34,32.99
291,10608,2016-10-10 08:36:05,169.9
292,98057,2016-10-10 09:23:48,49.99
293,65159,2016-10-10 10:20:13,99.9
294,46138,2016-10-10 10:22:55,65.9
295,108443,2016-10-10 10:28:51,59.9
296,50561,2016-10-10 11:08:53,45.89
297,4526,2016-10-10 11:17:11,6.0
298,47035,2016-10-10 11:22:36,79.9
299,7431,2016-10-10 11:39:06,59.9
300,7432,2016-10-10 11:39:06,59.9
301,77754,2016-10-10 12:39:06,161.99
302,106485,2016-10-10 12:54:37,24.9
303,30508,2016-10-10 12:54:46,29.9
304,43604,2016-10-10 13:57:41,739.98
305,51495,2016-10-10 14:02:01,39.7
306,77142,2016-10-10 14:20:38,49.0
307,22574,2016-10-10 15:01:27,176.97
308,57212,2016-10-10 15:20:14,94.99
309,27851,2016-10-10 15:23:51,49.9
310,94996,2016-10-10 15:37:12,69.0
311,43830,2016-10-10 15:49:59,28.9
312,43831,2016-10-10 15:49:59,28.9
313,43829,2016-10-10 15:49:59,28.9
314,5384,2016-10-10 15:50:01,39.99
315,87458,2016-10-10 16:00:30,39.99
316,109072,2016-10-10 16:00:33,279.9
317,418,2016-10-10 16:39:37,72.0
318,104113,2016-10-10 16:55:10,58.0
319,20398,2016-10-10 17:49:21,19.0
320,105127,2016-10-10 18:05:54,131.0
321,19021,2016-10-10 18:09:39,16.9
322,25500,2016-12-23 23:16:47,10.9
323,21094,2017-01-05 11:56:06,10.9
324,54383,2017-01-05 12:01:20,10.9
325,49007,2017-01-05 12:06:36,2.9
326,2194,2017-01-05 12:09:08,7.9
327,50661,2017-01-05 12:11:23,9.9
328,16327,2017-01-05 12:14:58,10.9
329,46404,2017-01-05 13:01:48,11.9
330,75160,2017-01-05 13:29:03,10.9
331,47440,2017-01-05 13:31:22,10.9
332,101396,2017-01-05 13:33:45,10.9
333,109927,2017-01-05 13:34:35,9.9
334,67987,2017-01-05 13:36:07,6.9
335,71101,2017-01-05 13:36:41,10.9
336,76311,2017-01-05 13:37:27,9.9
337,20655,2017-01-05 13:43:17,9.9
338,104501,2017-01-05 13:48:48,9.9
339,90943,2017-01-05 13:52:39,10.9
340,106186,2017-01-05 13:59:30,9.9
341,109143,2017-01-05 14:18:03,9.9
342,31471,2017-01-05 14:22:02,10.9
343,39570,2017-01-05 14:23:54,10.9
344,72138,2017-01-05 14:33:39,10.9
345,98975,2017-01-05 14:36:18,10.9
346,53259,2017-01-05 14:42:02,9.9
347,79266,2017-01-05 14:50:54,9.9
348,98889,2017-01-05 15:25:04,6.9
349,107512,2017-01-05 15:25:10,9.9
350,68451,2017-01-05 15:32:59,9.9
351,9571,2017-01-05 15:37:58,11.9
352,18020,2017-01-05 16:05:07,8.9
353,8076,2017-01-05 19:52:28,34.9
354,84852,2017-01-05 22:52:33,65.0
355,68096,2017-01-06 13:43:16,159.99
356,69579,2017-01-06 21:27:49,109.9
357,98619,2017-01-06 21:30:38,10.49
358,79645,2017-01-06 23:31:23,636.0
359,24957,2017-01-07 00:34:47,34.9
360,95418,2017-01-07 13:29:22,370.0
361,79514,2017-01-07 17:20:56,399.0
362,79513,2017-01-07 17:20:56,399.0
363,41173,2017-01-07 20:45:31,149.0
364,53266,2017-01-08 09:35:07,10.99
365,45436,2017-01-08 09:35:14,68.9
366,19046,2017-01-08 20:25:12,239.9
367,80655,2017-01-08 20:57:29,129.99
368,35579,2017-01-09 00:37:18,38.5
369,35578,2017-01-09 00:37:18,38.5
370,38517,2017-01-09 14:04:26,7.9
371,50423,2017-01-09 17:50:06,349.99
372,11319,2017-01-09 21:31:15,129.0
373,97325,2017-01-09 21:40:42,109.9
374,70516,2017-01-10 13:58:33,65.9
375,34605,2017-01-10 14:08:07,380.0
376,30870,2017-01-10 16:31:22,48.9
377,35066,2017-01-10 17:18:09,699.17
378,104805,2017-01-10 19:43:30,176.0
379,91972,2017-01-10 22:23:11,64.9
380,93450,2017-01-11 00:13:51,97.99
381,10586,2017-01-11 10:24:36,17.5
382,66993,2017-01-11 11:21:23,380.0
383,98082,2017-01-11 11:34:58,380.0
384,25545,2017-01-11 12:49:53,10.99
385,51682,2017-01-11 15:56:35,380.0
386,86844,2017-01-11 19:21:04,119.9
387,33609,2017-01-11 20:12:38,129.99
388,61698,2017-01-11 22:36:59,209.9
389,103460,2017-01-11 23:32:55,129.0
390,100687,2017-01-12 00:06:12,39.9
391,60108,2017-01-12 09:45:32,19.9
392,42553,2017-01-12 12:01:14,33.9
393,74888,2017-01-12 12:46:35,59.9
394,57267,2017-01-12 13:11:45,59.9
395,102032,2017-01-12 15:58:39,184.9
396,102031,2017-01-12 15:58:39,169.9
397,63696,2017-01-12 18:30:07,39.9
398,67666,2017-01-12 20:06:50,99.9
399,5607,2017-01-12 20:28:10,161.55
400,5608,2017-01-12 20:28:10,161.55
401,73285,2017-01-12 22:24:48,10.49
402,97805,2017-01-12 23:11:07,59.9
403,27457,2017-01-12 23:42:50,377.0
404,27325,2017-01-13 00:14:27,189.99
405,58181,2017-01-13 09:02:32,69.9
406,87114,2017-01-13 11:06:56,69.9
407,1504,2017-01-13 15:11:16,498.99
408,6520,2017-01-13 15:11:52,279.0
409,91366,2017-01-13 17:53:10,380.0
410,50312,2017-01-13 20:08:30,380.0
411,88106,2017-01-13 20:53:54,380.0
412,37836,2017-01-13 22:21:41,113.0
413,71314,2017-01-13 23:24:59,89.9
414,79355,2017-01-14 01:16:14,34.9
415,22823,2017-01-14 08:33:40,89.9
416,16498,2017-01-14 14:20:01,38.5
417,100684,2017-01-14 15:11:28,109.9
418,48076,2017-01-14 15:41:48,66.9
419,62152,2017-01-14 15:42:20,28.0
420,62886,2017-01-14 16:10:59,29.9
421,17352,2017-01-14 16:35:59,45.0
422,9339,2017-01-14 17:44:58,83.5
423,7051,2017-01-14 17:57:50,99.9
424,67473,2017-01-14 17:59:38,89.9
425,87578,2017-01-14 18:27:28,10.99
426,61758,2017-01-14 21:28:46,59.9
427,66292,2017-01-14 22:17:49,34.9
428,55121,2017-01-14 23:05:01,24.9
429,19334,2017-01-14 23:05:01,29.9
430,29599,2017-01-15 00:01:45,10.49
431,29598,2017-01-15 00:01:45,10.49
432,19877,2017-01-15 10:14:31,38.9
433,4453,2017-01-15 12:37:26,159.9
434,61692,2017-01-15 12:41:31,349.9
435,84894,2017-01-15 14:15:04,38.5
436,84895,2017-01-15 14:15:04,38.5
437,70523,2017-01-15 14:35:54,380.0
438,81878,2017-01-15 15:52:04,48.9
439,104941,2017-01-15 17:55:56,380.0
440,81278,2017-01-15 17:58:42,149.9
441,21015,2017-01-15 17:58:43,149.9
442,103351,2017-01-15 18:57:33,50.9
443,52817,2017-01-15 21:46:43,183.9
444,72375,2017-01-15 23:17:31,89.99
445,37309,2017-01-15 23:25:23,19.9
446,37314,2017-01-15 23:25:23,19.9
447,37312,2017-01-15 23:25:23,19.9
448,37313,2017-01-15 23:25:23,19.9
449,37311,2017-01-15 23:25:23,19.9
450,37310,2017-01-15 23:25:23,19.9
451,46733,2017-01-16 00:05:37,164.99
452,65656,2017-01-16 09:56:45,137.99
453,30588,2017-01-16 13:01:51,49.9
454,30587,2017-01-16 13:01:51,29.9
455,109861,2017-01-16 13:17:46,99.9
456,109860,2017-01-16 13:17:46,99.9
457,109859,2017-01-16 13:17:46,99.9
458,109858,2017-01-16 13:17:46,99.9
459,65094,2017-01-16 13:17:46,45.9
460,90588,2017-01-16 13:21:19,10.99
461,24779,2017-01-16 14:04:11,629.0
462,67236,2017-01-16 14:24:22,34.9
463,38314,2017-01-16 16:41:18,74.5
464,75445,2017-01-16 18:36:49,595.99
465,5662,2017-01-16 19:04:32,29.4
466,36287,2017-01-16 19:24:49,45.0
467,36288,2017-01-16 19:24:49,45.0
468,49493,2017-01-16 21:08:25,370.0
469,29390,2017-01-16 21:18:10,345.0
470,40866,2017-01-16 21:55:31,184.99
471,52114,2017-01-16 22:58:11,28.0
472,58896,2017-01-16 23:03:40,39.0
473,41418,2017-01-16 23:25:16,14.97
474,30874,2017-01-17 00:16:14,290.0
475,39050,2017-01-17 09:15:35,45.0
476,39051,2017-01-17 09:15:35,45.0
477,39053,2017-01-17 09:15:35,45.0
478,39052,2017-01-17 09:15:35,45.0
479,90374,2017-01-17 09:15:55,39.0
480,34516,2017-01-17 10:49:05,49.9
481,32926,2017-01-17 11:21:45,48.9
482,9079,2017-01-17 11:26:55,37.9
483,32483,2017-01-17 12:15:42,45.9
484,62549,2017-01-17 12:42:06,44.95
485,68183,2017-01-17 13:23:49,45.9
486,88159,2017-01-17 14:23:54,68.9
487,18581,2017-01-17 14:23:56,45.9
488,46094,2017-01-17 14:50:19,44.9
489,83022,2017-01-17 14:57:29,66.9
490,95960,2017-01-17 14:57:45,10.99
491,95959,2017-01-17 14:57:45,10.99
492,107166,2017-01-17 15:01:33,8.9
493,107165,2017-01-17 15:01:33,39.9
494,72172,2017-01-17 15:30:34,159.9
495,23486,2017-01-17 16:25:29,38.9
496,86842,2017-01-17 16:47:13,379.0
497,44302,2017-01-17 16:58:06,169.9
498,23068,2017-01-17 16:59:30,199.99
499,70906,2017-01-17 18:24:14,44.95
500,39734,2017-01-17 18:42:36,38.9
501,32022,2017-01-17 18:44:09,349.9
502,94471,2017-01-17 18:57:58,38.9
503,22917,2017-01-17 19:55:40,44.6
504,34350,2017-01-17 20:20:10,38.5
505,34821,2017-01-17 20:38:15,157.0
506,18649,2017-01-17 21:09:40,109.2
507,72827,2017-01-17 22:26:00,59.9
508,74854,2017-01-17 22:34:59,134.17
509,55286,2017-01-17 23:37:51,89.99
510,29592,2017-01-17 23:40:42,169.0
511,30357,2017-01-18 00:31:51,24.9
512,93950,2017-01-18 02:01:36,467.0
513,46542,2017-01-18 08:01:37,45.0
514,44698,2017-01-18 08:55:36,39.98
515,43804,2017-01-18 10:27:19,149.99
516,8968,2017-01-18 10:42:05,168.0
517,10002,2017-01-18 10:55:55,37.99
518,76763,2017-01-18 11:14:16,89.9
519,68795,2017-01-18 12:27:53,43.9
520,82238,2017-01-18 12:51:23,29.9
521,21401,2017-01-18 14:32:43,70.83
522,50914,2017-01-18 14:53:29,164.99
523,27806,2017-01-18 14:56:47,128.0
524,50566,2017-01-18 15:31:13,20.9
525,1723,2017-01-18 16:07:37,349.9
526,17556,2017-01-18 16:48:00,19.9
527,31984,2017-01-18 17:04:36,164.9
528,26094,2017-01-18 17:20:39,77.08
529,81795,2017-01-18 17:42:22,60.0
530,85879,2017-01-18 17:44:05,117.3
531,102165,2017-01-18 17:55:34,33.99
532,41717,2017-01-18 19:39:51,45.9
533,78460,2017-01-18 20:11:57,189.0
534,31652,2017-01-18 20:14:17,199.9
535,108041,2017-01-18 21:08:18,24.9
536,108042,2017-01-18 21:08:18,24.9
537,108040,2017-01-18 21:08:18,24.9
538,70951,2017-01-18 22:12:34,173.85
539,19239,2017-01-18 22:41:55,10.99
540,14075,2017-01-18 22:57:25,49.9
541,35431,2017-01-18 23:02:45,68.9
542,92349,2017-01-18 23:15:29,99.0
543,29288,2017-01-19 00:08:11,10.99
544,27175,2017-01-19 08:57:04,12.99
545,27176,2017-01-19 08:57:04,12.99
546,67272,2017-01-19 09:59:49,149.99
547,48781,2017-01-19 10:17:29,35.0
548,24964,2017-01-19 10:33:22,419.9
549,8143,2017-01-19 11:26:57,29.5
550,3176,2017-01-19 11:47:55,87.9
551,37429,2017-01-19 12:02:28,34.9
552,48797,2017-01-19 12:48:08,39.99
553,26385,2017-01-19 13:06:45,89.9
554,15423,2017-01-19 13:38:16,104.9
555,93861,2017-01-19 14:04:48,84.9
556,53208,2017-01-19 14:28:48,145.0
557,100970,2017-01-19 14:38:27,144.5
558,100969,2017-01-19 14:38:27,144.5
559,100971,2017-01-19 14:38:27,144.5
560,8122,2017-01-19 15:21:44,149.9
561,76985,2017-01-19 15:21:44,79.9
562,84924,2017-01-19 15:37:26,128.8
563,19027,2017-01-19 16:02:47,62.9
564,70216,2017-01-19 16:17:57,59.5
565,32689,2017-01-19 17:17:28,49.0
566,80468,2017-01-19 19:02:48,59.5
567,63612,2017-01-19 19:35:35,229.9
568,79491,2017-01-19 20:12:02,659.0
569,70633,2017-01-19 20:45:08,31.5
570,63434,2017-01-19 21:24:05,6.9
571,5873,2017-01-19 21:48:41,29.4
572,23180,2017-01-19 22:26:59,45.9
573,1220,2017-01-19 22:41:52,40.0
574,1219,2017-01-19 22:41:52,40.0
575,1217,2017-01-19 22:41:52,40.0
576,1218,2017-01-19 22:41:52,40.0
577,43923,2017-01-19 23:12:08,109.5
578,102233,2017-01-20 00:25:39,349.9
579,41934,2017-01-20 00:52:29,46.9
580,6682,2017-01-20 01:59:05,37.99
581,2987,2017-01-20 03:35:44,119.9
582,18699,2017-01-20 10:47:03,51.9
583,29874,2017-01-20 10:58:23,115.9
584,9653,2017-01-20 11:12:25,115.2
585,9652,2017-01-20 11:12:25,598.4
586,56966,2017-01-20 11:38:56,124.9
587,33592,2017-01-20 12:04:03,249.9
588,83390,2017-01-20 13:32:34,54.9
589,89557,2017-01-20 14:27:46,19.99
590,91425,2017-01-20 14:30:03,29.99
591,91426,2017-01-20 14:30:03,29.99
592,91424,2017-01-20 14:30:03,29.99
593,91422,2017-01-20 14:30:03,29.99
594,91423,2017-01-20 14:30:03,29.99
595,61092,2017-01-20 14:43:44,23.0
596,61091,2017-01-20 14:43:44,23.0
597,24624,2017-01-20 14:56:31,45.89
598,44001,2017-01-20 15:08:05,349.99
599,45869,2017-01-20 16:27:25,22.3
600,79439,2017-01-20 16:32:37,49.0
601,77573,2017-01-20 17:23:00,79.61
602,77574,2017-01-20 17:23:00,79.61
603,77575,2017-01-20 17:23:00,79.61
604,77576,2017-01-20 17:23:00,79.61
605,62798,2017-01-20 17:41:58,34.9
606,15562,2017-01-20 19:18:03,105.99
607,75927,2017-01-20 19:22:40,229.9
608,75926,2017-01-20 19:22:40,229.9
609,7535,2017-01-20 19:23:11,10.3
610,28475,2017-01-20 19:33:29,47.0
611,74063,2017-01-20 19:44:07,39.9
612,64675,2017-01-20 20:33:49,195.99
613,53674,2017-01-20 21:20:07,99.9
614,53675,2017-01-20 21:20:07,99.9
615,29883,2017-01-20 22:11:31,34.9
616,41127,2017-01-20 22:18:06,39.9
617,62646,2017-01-21 06:58:31,9.9
618,62643,2017-01-21 06:58:31,9.9
619,62647,2017-01-21 06:58:31,9.9
620,62644,2017-01-21 06:58:31,9.9
621,62648,2017-01-21 06:58:31,9.9
622,62645,2017-01-21 06:58:31,9.9
623,85391,2017-01-21 08:50:04,99.9
624,100617,2017-01-21 09:44:46,119.99
625,55720,2017-01-21 14:00:52,19.0
626,70470,2017-01-21 14:17:21,11.5
627,56317,2017-01-21 14:22:49,31.5
628,45777,2017-01-21 15:01:29,59.9
629,97941,2017-01-21 15:41:06,28.9
630,80808,2017-01-21 16:30:43,139.99
631,80807,2017-01-21 16:30:43,139.99
632,94017,2017-01-21 17:08:01,29.9
633,60577,2017-01-21 17:17:20,79.61
634,60576,2017-01-21 17:17:20,79.61
